t,utilization.gpu,utilization.memory,memory.used,memory.total,power.draw,power.limit,clocks.sm,temperature.gpu
1670.67,100,49,45849,81920,278.68,400.00,1410,56
1675.73,100,51,45849,81920,367.94,400.00,1410,56
1680.85,100,54,45849,81920,268.33,400.00,1410,51
1685.9,100,60,45849,81920,283.80,400.00,1410,51
1690.96,100,64,45849,81920,302.38,400.00,1410,51
1696.02,100,68,45849,81920,91.66,400.00,1410,47
1701.08,99,54,45849,81920,369.96,400.00,1395,53
1706.14,100,44,45849,81920,344.72,400.00,1395,56
1711.2,100,51,45849,81920,373.40,400.00,1410,54
1716.25,100,51,45849,81920,364.99,400.00,1410,55
1721.31,100,51,45849,81920,352.73,400.00,1410,55
1726.37,100,50,45849,81920,365.55,400.00,1410,56
1731.43,48,34,45849,81920,233.96,400.00,1410,51
1736.5,100,56,45849,81920,275.94,400.00,1410,50
1741.56,100,58,45849,81920,277.40,400.00,1410,50
1746.61,100,59,45849,81920,273.18,400.00,1410,49
1751.67,100,62,45849,81920,276.42,400.00,1410,49
1756.73,100,50,45849,81920,355.03,400.00,1410,54
1761.79,100,45,45849,81920,367.65,400.00,1410,56
1766.84,100,50,45849,81920,359.71,400.00,1410,54
1771.9,100,50,45849,81920,313.90,400.00,1410,54
1776.96,100,65,45849,81920,350.84,400.00,1410,54
1782.02,94,47,45849,81920,375.34,400.00,1410,56
1787.08,100,53,45849,81920,264.03,400.00,1410,49
1792.14,100,58,45849,81920,277.13,400.00,1410,50
1797.19,100,61,45849,81920,285.92,400.00,1410,49
1802.25,100,60,45849,81920,278.08,400.00,1410,49
1807.31,100,49,45849,81920,333.28,400.00,1365,52
1812.37,100,37,45849,81920,351.21,400.00,1410,56
1817.43,100,50,45849,81920,344.49,400.00,1410,53
1822.49,100,50,45849,81920,287.39,400.00,1395,52
1827.55,100,50,45849,81920,342.59,400.00,1410,54
1832.6,100,50,45849,81920,368.38,400.00,1410,54
1837.66,100,50,45849,81920,372.68,400.00,1410,55
1842.72,100,54,45849,81920,267.53,400.00,1410,49
1847.78,66,39,45849,81920,278.23,400.00,1410,49
1852.83,100,60,45849,81920,281.87,400.00,1410,49
1857.89,100,64,45849,81920,293.52,400.00,1410,49
1862.95,100,57,45849,81920,369.46,400.00,1395,53
1868.0,100,49,45849,81920,406.42,400.00,1395,58
1873.06,97,68,45849,81920,341.99,400.00,1410,54
1878.11,94,48,45849,81920,358.59,400.00,1365,56
1883.17,100,51,45849,81920,339.27,400.00,1410,54
1888.22,100,51,45849,81920,338.67,400.00,1410,54
1893.29,60,38,45849,81920,259.30,400.00,1410,50
1898.34,100,56,45849,81920,270.50,400.00,1410,49
1903.39,100,60,45849,81920,282.91,400.00,1410,50
1908.44,100,62,45849,81920,288.05,400.00,1410,49
1913.5,100,60,45849,81920,278.66,400.00,1410,49
1918.55,100,60,45849,81920,453.13,400.00,1395,54
1923.6,100,49,45849,81920,386.94,400.00,1395,56
1928.66,98,77,45849,81920,335.87,400.00,1410,54
1933.71,100,51,45849,81920,373.43,400.00,1410,54
1938.76,100,51,45849,81920,350.71,400.00,1410,54
1943.82,100,60,45849,81920,350.35,400.00,1410,54
1948.89,100,51,45849,81920,257.83,400.00,1410,50
1953.94,100,55,45849,81920,261.14,400.00,1410,49
1958.99,100,58,45849,81920,265.06,400.00,1410,48
1964.04,100,61,45849,81920,181.45,400.00,1410,45
1969.13,100,56,45849,81920,366.97,400.00,1410,54
1974.19,100,36,45849,81920,355.88,400.00,1410,56
1979.24,100,58,45849,81920,344.36,400.00,1410,53
1984.29,96,47,45849,81920,280.50,400.00,1395,52
1989.35,100,51,45849,81920,354.36,400.00,1410,53
1994.4,100,51,45849,81920,341.61,400.00,1410,53
1999.46,100,49,45849,81920,249.02,400.00,1410,50
2004.51,100,56,45849,81920,273.87,400.00,1410,49
2009.57,100,61,45849,81920,290.82,400.00,1410,50
2014.62,100,64,45849,81920,297.18,400.00,1410,50
2019.67,100,65,45849,81920,303.21,400.00,1410,51
2024.73,100,48,45849,81920,351.91,400.00,1410,56
2029.78,100,44,45849,81920,385.50,400.00,1410,59
2034.83,100,51,45849,81920,341.31,400.00,1410,56
2039.88,98,64,45849,81920,332.24,400.00,1410,56
2044.93,100,51,45849,81920,370.71,400.00,1410,58
2049.98,100,51,45849,81920,374.63,400.00,1410,57
2055.04,100,52,45849,81920,265.33,400.00,1410,53
2060.09,100,57,45849,81920,278.39,400.00,1410,52
2065.14,100,62,45849,81920,292.32,400.00,1410,53
2070.24,100,65,45849,81920,299.89,400.00,1410,53
2075.29,0,0,45849,81920,87.63,400.00,1410,50
2080.35,100,54,45849,81920,376.03,400.00,1410,58
2085.41,19,9,45849,81920,322.29,400.00,1410,56
2090.47,100,51,45849,81920,332.89,400.00,1410,58
2095.52,100,51,45849,81920,372.18,400.00,1410,58
2100.58,100,49,45849,81920,311.36,400.00,1380,58
2105.64,95,47,45849,81920,383.31,400.00,1365,61
2110.7,100,53,45849,81920,265.06,400.00,1410,52
2115.75,100,58,45849,81920,277.18,400.00,1410,52
2120.81,100,62,45849,81920,285.93,400.00,1410,51
2125.87,100,61,45849,81920,281.09,400.00,1410,51
2130.92,100,55,45849,81920,367.29,400.00,1410,55
2135.98,100,45,45849,81920,384.63,400.00,1410,57
2141.04,98,67,45849,81920,366.10,400.00,1410,55
2146.09,100,50,45849,81920,361.26,400.00,1410,54
2151.16,100,50,45849,81920,375.17,400.00,1395,54
2156.22,100,51,45849,81920,302.57,400.00,1410,55
2161.28,100,52,45849,81920,264.19,400.00,1410,51
2166.34,100,58,45849,81920,279.92,400.00,1410,52
2171.39,100,63,45849,81920,295.06,400.00,1410,52
2176.48,100,64,45849,81920,295.93,400.00,1410,52
2181.53,0,0,45849,81920,356.48,400.00,1410,49
2186.6,100,50,45849,81920,374.22,400.00,1410,56
2191.67,15,7,45849,81920,351.63,400.00,1410,54
2196.73,100,51,45849,81920,328.31,400.00,1410,56
2201.79,95,48,45849,81920,267.81,400.00,1395,53
2206.85,100,50,45849,81920,326.35,400.00,1410,56
2211.91,98,77,45849,81920,377.36,400.00,1410,56
2216.97,100,53,45849,81920,268.24,400.00,1410,50
2222.03,100,59,45849,81920,282.86,400.00,1410,50
2227.08,100,59,45849,81920,278.80,400.00,1410,50
2232.14,100,60,45849,81920,278.37,400.00,1410,49
2237.2,100,54,45849,81920,371.16,400.00,1410,54
2242.27,100,45,45849,81920,374.69,400.00,1395,56
2247.32,100,50,45849,81920,358.41,400.00,1410,54
2252.38,100,49,45849,81920,280.79,400.00,1410,52
2257.44,100,50,45849,81920,360.64,400.00,1410,55
2262.5,100,65,45849,81920,331.80,400.00,1410,54
2267.56,95,48,45849,81920,364.63,400.00,1410,56
2272.62,100,54,45849,81920,269.86,400.00,1410,50
2277.68,100,58,45849,81920,276.01,400.00,1410,49
2282.73,100,61,45849,81920,283.70,400.00,1410,49
2287.79,100,62,45849,81920,286.54,400.00,1410,49
2292.85,100,50,45849,81920,358.07,400.00,1410,54
2297.93,100,44,45849,81920,378.64,400.00,1395,56
2302.99,100,51,45849,81920,311.22,400.00,1410,53
2308.05,100,50,45849,81920,315.66,400.00,1410,54
2313.11,100,51,45849,81920,313.02,400.00,1410,54
2318.16,96,47,45849,81920,434.25,400.00,1395,56
2323.22,100,50,45849,81920,259.83,400.00,1410,50
2328.28,100,55,45849,81920,214.43,400.00,1410,48
2333.34,100,59,45849,81920,275.40,400.00,1410,49
2338.4,100,62,45849,81920,286.46,400.00,1410,49
2343.46,100,50,45849,81920,416.23,400.00,1380,51
2348.52,100,55,45849,81920,373.82,400.00,1410,56
2353.58,100,49,45849,81920,363.76,400.00,1380,54
2358.64,100,51,45849,81920,344.71,400.00,1410,55
2363.69,98,78,45849,81920,346.47,400.00,1410,54
2368.75,100,51,45849,81920,374.42,400.00,1410,56
2373.81,100,51,45849,81920,307.55,400.00,1410,54
2378.87,100,54,45849,81920,264.06,400.00,1410,50
2383.93,100,58,45849,81920,281.27,400.00,1410,50
2388.99,100,59,45849,81920,276.13,400.00,1410,49
2394.05,100,60,45849,81920,280.63,400.00,1410,49
2399.1,100,49,45849,81920,347.07,400.00,1410,54
2404.16,100,45,45849,81920,308.14,400.00,1395,56
2409.22,97,65,45849,81920,258.70,400.00,1410,51
2414.29,100,51,45849,81920,317.45,400.00,1410,54
2419.35,100,51,45849,81920,339.02,400.00,1410,54
2424.45,100,50,45849,81920,314.68,400.00,1380,54
2429.51,100,51,45849,81920,174.33,400.00,1410,50
2434.57,100,54,45849,81920,266.54,400.00,1410,49
2439.67,100,59,45849,81920,281.29,400.00,1410,49
2444.74,100,62,45849,81920,288.30,400.00,1410,49
2449.8,100,60,45849,81920,276.74,400.00,1410,49
2454.87,100,55,45849,81920,351.63,400.00,1410,54
2459.93,100,39,45849,81920,385.50,400.00,1410,57
2465.03,98,67,45849,81920,335.14,400.00,1410,54
2470.12,95,48,45849,81920,372.30,400.00,1410,55
2475.18,100,51,45849,81920,325.76,400.00,1410,55
2480.25,98,76,45849,81920,335.12,400.00,1410,54
2485.31,100,50,45849,81920,258.38,400.00,1410,50
2490.37,100,58,45849,81920,283.46,400.00,1410,50
2495.43,100,62,45849,81920,291.03,400.00,1410,50
2500.5,100,66,45849,81920,302.65,400.00,1410,50
2505.62,100,68,45849,81920,309.71,400.00,1410,51
2510.68,100,55,45849,81920,375.59,400.00,1410,55
2515.8,100,45,45849,81920,474.90,400.00,1395,57
2520.91,100,50,45849,81920,328.40,400.00,1410,54
2525.97,100,49,45849,81920,336.83,400.00,1410,54
2531.06,100,51,45849,81920,339.60,400.00,1410,55
2536.13,100,51,45849,81920,340.90,400.00,1410,55
2541.27,100,51,45849,81920,260.43,400.00,1410,50
