t,utilization.gpu,utilization.memory,memory.used,memory.total,power.draw,power.limit,clocks.sm,temperature.gpu
1049.95,0,0,74395,81920,71.07,400.00,1155,35
1052.02,0,0,74395,81920,71.39,400.00,1155,35
1054.09,0,0,74395,81920,71.07,400.00,1155,35
1056.16,0,0,74395,81920,71.07,400.00,1155,35
1058.23,0,0,74395,81920,71.07,400.00,1155,35
1060.3,0,0,74395,81920,71.00,400.00,1155,35
1062.36,0,0,74395,81920,71.14,400.00,1155,35
1064.43,0,0,74395,81920,71.07,400.00,1155,35
1066.5,0,0,74395,81920,71.07,400.00,1155,35
1068.56,0,0,74395,81920,71.14,400.00,1155,35
1070.63,0,0,74395,81920,71.07,400.00,1155,35
1072.7,0,0,74395,81920,71.39,400.00,1155,35
1074.77,0,0,74395,81920,71.07,400.00,1155,35
1076.84,0,0,74395,81920,71.00,400.00,1155,35
1078.9,0,0,74395,81920,71.00,400.00,1155,35
1080.97,0,0,74395,81920,71.00,400.00,1155,35
1083.04,0,0,74395,81920,71.00,400.00,1155,35
1085.1,0,0,74395,81920,71.07,400.00,1155,35
1087.17,0,0,74395,81920,71.00,400.00,1155,35
1089.24,0,0,74395,81920,71.07,400.00,1155,35
1091.3,0,0,74395,81920,71.00,400.00,1155,35
1093.37,0,0,74395,81920,71.32,400.00,1155,35
1095.44,0,0,74395,81920,71.39,400.00,1155,35
1097.51,0,0,74395,81920,71.07,400.00,1155,35
1099.58,0,0,74395,81920,71.07,400.00,1155,35
1101.65,0,0,74395,81920,71.07,400.00,1155,35
1103.71,0,0,74395,81920,71.07,400.00,1155,35
1105.78,0,0,74395,81920,71.07,400.00,1155,35
1107.84,0,0,74395,81920,71.07,400.00,1155,35
1109.91,0,0,74395,81920,71.32,400.00,1155,35
1111.97,0,0,74395,81920,71.39,400.00,1155,35
1114.04,0,0,74395,81920,71.32,400.00,1155,35
1116.11,0,0,74395,81920,71.32,400.00,1155,35
1118.18,0,0,74395,81920,71.39,400.00,1155,35
1120.24,0,0,74395,81920,71.00,400.00,1155,35
1122.37,0,0,74395,81920,71.00,400.00,1155,35
1124.48,0,0,74395,81920,71.07,400.00,1155,35
1126.54,0,0,74395,81920,71.07,400.00,1155,35
1128.61,0,0,74395,81920,71.07,400.00,1155,35
1130.67,0,0,74395,81920,71.39,400.00,1155,35
1132.73,0,0,74395,81920,71.07,400.00,1155,35
1134.8,0,0,74395,81920,71.07,400.00,1155,35
1136.87,0,0,74395,81920,71.07,400.00,1155,35
1138.93,0,0,74395,81920,71.14,400.00,1155,35
1141.01,0,0,74395,81920,71.00,400.00,1155,35
1143.08,0,0,74395,81920,71.00,400.00,1155,35
1145.14,0,0,74395,81920,71.07,400.00,1155,35
1147.21,0,0,74395,81920,71.07,400.00,1155,35
1149.27,0,0,74395,81920,71.00,400.00,1155,35
1151.44,0,0,74395,81920,71.59,400.00,1155,35
1153.5,0,0,74395,81920,71.00,400.00,1155,35
1155.57,0,0,74395,81920,71.00,400.00,1155,35
1157.64,0,0,74395,81920,71.00,400.00,1155,35
1159.72,0,0,74395,81920,71.00,400.00,1155,35
1161.79,0,0,74395,81920,71.07,400.00,1155,35
1163.86,0,0,74395,81920,70.92,400.00,1155,35
1165.92,0,0,74395,81920,71.07,400.00,1155,35
1167.99,0,0,74395,81920,71.00,400.00,1155,35
1170.14,0,0,74395,81920,71.39,400.00,1155,35
1172.21,0,0,74395,81920,71.39,400.00,1155,35
1174.27,0,0,74395,81920,71.32,400.00,1155,35
1176.34,0,0,74395,81920,71.07,400.00,1155,35
1178.41,0,0,74395,81920,71.07,400.00,1155,35
1180.47,0,0,74395,81920,71.07,400.00,1155,35
1182.54,0,0,74395,81920,71.39,400.00,1155,35
1184.6,0,0,74395,81920,71.00,400.00,1155,35
1186.67,0,0,74395,81920,71.07,400.00,1155,35
1188.73,0,0,74395,81920,71.07,400.00,1155,35
1190.8,0,0,74395,81920,71.07,400.00,1155,35
1192.87,0,0,74395,81920,71.00,400.00,1155,35
1194.94,0,0,74395,81920,71.07,400.00,1155,35
1197.01,0,0,74395,81920,71.07,400.00,1155,35
1199.15,0,0,74395,81920,71.14,400.00,1155,35
1201.21,0,0,74395,81920,71.00,400.00,1155,35
1203.27,0,0,74395,81920,71.00,400.00,1155,35
1205.34,0,0,74395,81920,71.07,400.00,1155,35
1207.41,0,0,74395,81920,71.07,400.00,1155,35
1209.48,0,0,74395,81920,71.32,400.00,1155,35
1211.55,0,0,74395,81920,71.07,400.00,1155,35
1213.61,0,0,74395,81920,70.92,400.00,1155,35
1215.68,0,0,74395,81920,70.79,400.00,1155,35
1217.75,0,0,74395,81920,71.00,400.00,1155,35
1219.82,0,0,74395,81920,71.00,400.00,1155,35
1221.89,0,0,74395,81920,71.07,400.00,1155,35
1223.95,0,0,74395,81920,71.00,400.00,1155,35
1226.02,0,0,74395,81920,71.14,400.00,1155,35
1228.09,0,0,74395,81920,71.39,400.00,1155,35
1230.16,0,0,74395,81920,71.32,400.00,1155,35
1232.23,0,0,74395,81920,71.07,400.00,1155,35
1234.29,0,0,74395,81920,71.00,400.00,1155,35
1236.36,0,0,74395,81920,71.32,400.00,1155,35
1238.48,0,0,74395,81920,71.07,400.00,1155,35
1240.55,0,0,74395,81920,71.32,400.00,1155,35
1242.62,0,0,74395,81920,71.00,400.00,1155,35
1244.68,0,0,74395,81920,71.25,400.00,1155,35
1246.75,0,0,74395,81920,71.59,400.00,1155,35
1248.82,0,0,74395,81920,71.32,400.00,1155,35
1250.88,0,0,74395,81920,71.32,400.00,1155,35
1252.95,0,0,74395,81920,71.32,400.00,1155,35
1255.01,0,0,74395,81920,71.00,400.00,1155,35
1257.08,0,0,74395,81920,71.00,400.00,1155,35
1259.16,0,0,74395,81920,71.07,400.00,1155,35
1261.23,0,0,74395,81920,71.00,400.00,1155,35
1263.3,0,0,74395,81920,71.00,400.00,1155,35
1265.37,0,0,74395,81920,71.32,400.00,1155,35
1267.44,0,0,74395,81920,71.00,400.00,1155,35
1269.49,0,0,74395,81920,71.00,400.00,1155,35
1271.56,0,0,74395,81920,71.07,400.00,1155,35
1273.63,0,0,74395,81920,71.07,400.00,1155,35
1275.69,0,0,74395,81920,71.07,400.00,1155,35
1277.87,0,0,74395,81920,71.00,400.00,1155,35
1279.93,0,0,74395,81920,71.00,400.00,1155,35
1282.0,0,0,74395,81920,71.07,400.00,1155,35
1284.06,0,0,74395,81920,71.39,400.00,1155,35
1286.13,0,0,74395,81920,71.07,400.00,1155,35
1288.23,0,0,74395,81920,71.00,400.00,1155,35
1290.3,0,0,74395,81920,71.07,400.00,1155,35
1292.36,0,0,74395,81920,71.07,400.00,1155,35
1294.43,0,0,74395,81920,71.07,400.00,1155,35
1296.5,0,0,74395,81920,71.00,400.00,1155,35
1298.57,0,0,74395,81920,71.07,400.00,1155,35
1300.63,0,0,74395,81920,71.00,400.00,1155,35
1302.7,0,0,74395,81920,71.39,400.00,1155,35
1304.77,0,0,74395,81920,71.32,400.00,1155,35
1306.84,0,0,74395,81920,71.25,400.00,1155,35
1308.91,0,0,74395,81920,71.07,400.00,1155,35
1310.97,0,0,74395,81920,71.39,400.00,1155,35
1313.04,0,0,74395,81920,71.07,400.00,1155,35
1315.11,0,0,74395,81920,71.00,400.00,1155,35
1317.24,0,0,74395,81920,71.07,400.00,1155,35
1319.3,0,0,74395,81920,71.39,400.00,1155,35
1321.37,0,0,74395,81920,71.39,400.00,1155,35
1323.44,0,0,74395,81920,71.25,400.00,1155,35
1325.51,0,0,74395,81920,71.07,400.00,1155,35
1327.58,0,0,74395,81920,71.00,400.00,1155,35
1329.65,0,0,74395,81920,70.79,400.00,1155,35
1331.71,0,0,74395,81920,70.92,400.00,1155,35
1333.78,0,0,74395,81920,70.92,400.00,1155,35
1335.85,0,0,74395,81920,71.00,400.00,1155,35
1338.0,0,0,74395,81920,71.00,400.00,1155,35
1340.08,0,0,74395,81920,71.32,400.00,1155,35
1342.15,0,0,74395,81920,71.07,400.00,1155,35
1344.22,0,0,74395,81920,71.00,400.00,1155,35
1346.28,0,0,74395,81920,71.07,400.00,1155,35
1348.39,0,0,74395,81920,71.00,400.00,1155,35
1350.45,0,0,74395,81920,71.07,400.00,1155,35
1352.52,0,0,74395,81920,71.07,400.00,1155,35
1354.59,0,0,74395,81920,71.07,400.00,1155,35
1356.67,0,0,74395,81920,71.00,400.00,1155,35
1358.75,0,0,74395,81920,71.07,400.00,1155,35
1360.81,0,0,74395,81920,71.39,400.00,1155,35
1362.88,0,0,74395,81920,71.07,400.00,1155,35
1364.95,0,0,74395,81920,71.07,400.00,1155,35
1367.01,0,0,74395,81920,71.07,400.00,1155,35
1369.18,0,0,74395,81920,71.07,400.00,1155,35
1371.25,0,0,74395,81920,71.00,400.00,1155,35
1373.32,0,0,74395,81920,71.07,400.00,1155,35
1375.39,0,0,74395,81920,71.39,400.00,1155,35
1377.46,0,0,74395,81920,71.07,400.00,1155,35
1379.53,0,0,74395,81920,71.39,400.00,1155,35
1381.59,0,0,74395,81920,71.32,400.00,1155,35
1383.66,0,0,74395,81920,71.39,400.00,1155,35
1385.73,0,0,74395,81920,71.39,400.00,1155,35
1387.89,0,0,74395,81920,71.25,400.00,1155,35
1389.95,0,0,74395,81920,71.07,400.00,1155,35
1392.02,0,0,74395,81920,71.07,400.00,1155,35
1394.08,0,0,74395,81920,71.00,400.00,1155,35
1396.15,0,0,74395,81920,70.79,400.00,1155,35
1398.21,0,0,74395,81920,71.25,400.00,1155,35
1400.28,0,0,74395,81920,71.00,400.00,1155,35
1402.35,0,0,74395,81920,71.07,400.00,1155,35
1404.42,0,0,74395,81920,71.00,400.00,1155,35
1406.49,0,0,74395,81920,71.07,400.00,1155,35
1408.56,0,0,74395,81920,71.00,400.00,1155,35
1410.63,0,0,74395,81920,71.00,400.00,1155,35
1412.7,0,0,74395,81920,71.07,400.00,1155,35
1414.76,0,0,74395,81920,71.00,400.00,1155,35
1416.83,0,0,74395,81920,71.07,400.00,1155,35
1418.92,0,0,74395,81920,71.00,400.00,1155,35
1420.99,0,0,74395,81920,71.00,400.00,1155,35
1423.05,0,0,74395,81920,71.07,400.00,1155,35
1425.12,0,0,74395,81920,71.07,400.00,1155,35
1427.27,0,0,74395,81920,71.07,400.00,1155,35
1429.34,0,0,74395,81920,71.07,400.00,1155,35
1431.4,0,0,74395,81920,71.00,400.00,1155,35
1433.51,0,0,74395,81920,71.07,400.00,1155,35
1435.57,0,0,74395,81920,71.00,400.00,1155,35
1437.64,0,0,74395,81920,71.39,400.00,1155,35
1439.7,0,0,74395,81920,71.07,400.00,1155,35
1441.77,0,0,74395,81920,71.00,400.00,1155,35
1443.83,0,0,74395,81920,71.07,400.00,1155,35
1445.9,0,0,74395,81920,71.39,400.00,1155,35
1447.99,0,0,74395,81920,71.00,400.00,1155,35
1450.06,0,0,74395,81920,71.39,400.00,1155,35
1452.13,0,0,74395,81920,71.07,400.00,1155,35
1454.2,0,0,74395,81920,71.39,400.00,1155,35
1456.37,0,0,74395,81920,71.07,400.00,1155,35
1458.43,0,0,74395,81920,70.92,400.00,1155,35
1460.5,0,0,74395,81920,71.00,400.00,1155,35
1462.57,0,0,74395,81920,71.00,400.00,1155,35
1464.64,0,0,74395,81920,70.92,400.00,1155,35
1466.83,0,0,74395,81920,71.07,400.00,1155,35
1468.9,0,0,74395,81920,71.07,400.00,1155,35
1470.96,0,0,74395,81920,71.00,400.00,1155,35
1473.02,0,0,74395,81920,71.07,400.00,1155,35
1475.09,0,0,74395,81920,71.32,400.00,1155,35
1477.16,0,0,74395,81920,71.14,400.00,1155,35
1479.23,0,0,74395,81920,71.07,400.00,1155,35
1481.3,0,0,74395,81920,71.00,400.00,1155,35
1483.36,0,0,74395,81920,71.07,400.00,1155,35
1485.44,0,0,74395,81920,71.00,400.00,1155,35
1487.5,0,0,74395,81920,71.00,400.00,1155,35
1489.57,0,0,74395,81920,71.00,400.00,1155,35
1491.64,0,0,74395,81920,71.00,400.00,1155,35
1493.71,0,0,74395,81920,71.07,400.00,1155,35
1495.78,0,0,74395,81920,71.32,400.00,1155,35
1497.85,0,0,74395,81920,71.39,400.00,1155,35
1499.91,0,0,74395,81920,71.07,400.00,1155,35
1501.98,0,0,74395,81920,71.00,400.00,1155,35
1504.05,0,0,74395,81920,71.07,400.00,1155,35
1506.12,0,0,74395,81920,71.07,400.00,1155,35
1508.19,0,0,74395,81920,71.00,400.00,1155,35
1510.26,0,0,74395,81920,71.07,400.00,1155,35
1512.32,0,0,74395,81920,71.00,400.00,1155,35
1514.39,0,0,74395,81920,71.39,400.00,1155,35
1516.46,0,0,74395,81920,71.39,400.00,1155,35
1518.63,0,0,74395,81920,71.32,400.00,1155,35
1520.7,0,0,74395,81920,71.32,400.00,1155,35
1522.77,0,0,74395,81920,70.92,400.00,1155,35
1524.84,0,0,74395,81920,71.00,400.00,1155,35
1526.9,0,0,74395,81920,71.07,400.00,1155,35
1528.97,0,0,74395,81920,71.00,400.00,1155,35
1531.04,0,0,74395,81920,71.00,400.00,1155,35
1533.11,0,0,74395,81920,71.07,400.00,1155,35
1535.18,0,0,74395,81920,71.07,400.00,1155,35
1537.3,0,0,74395,81920,71.07,400.00,1155,35
1539.37,0,0,74395,81920,71.07,400.00,1155,35
1541.44,0,0,74395,81920,71.00,400.00,1155,35
1543.5,0,0,74395,81920,71.07,400.00,1155,35
1545.57,0,0,74395,81920,71.07,400.00,1155,35
1547.64,0,0,74395,81920,71.07,400.00,1155,35
1549.7,0,0,74395,81920,71.00,400.00,1155,35
1551.77,0,0,74395,81920,71.39,400.00,1155,35
1553.83,0,0,74395,81920,71.07,400.00,1155,35
1555.9,0,0,74395,81920,71.00,400.00,1155,35
1558.05,0,0,74395,81920,71.00,400.00,1155,35
1560.12,0,0,74395,81920,71.07,400.00,1155,35
1562.19,0,0,74395,81920,71.00,400.00,1155,35
1564.25,0,0,74395,81920,71.07,400.00,1155,35
1566.32,0,0,74395,81920,71.07,400.00,1155,35
1568.39,0,0,74395,81920,71.07,400.00,1155,35
1570.45,0,0,74395,81920,71.74,400.00,1155,35
1572.52,0,0,74395,81920,71.32,400.00,1155,35
1574.58,0,0,74395,81920,71.32,400.00,1155,35
1576.65,0,0,74395,81920,71.07,400.00,1155,35
1578.74,0,0,74395,81920,71.32,400.00,1155,35
1580.81,0,0,74395,81920,71.14,400.00,1155,35
1582.88,0,0,74395,81920,71.07,400.00,1155,35
1584.94,0,0,74395,81920,71.25,400.00,1155,35
1587.01,0,0,74395,81920,71.07,400.00,1155,35
1589.07,0,0,74395,81920,71.32,400.00,1155,35
1591.14,0,0,74395,81920,71.00,400.00,1155,35
1593.2,0,0,74395,81920,70.92,400.00,1155,35
1595.27,0,0,74395,81920,71.00,400.00,1155,35
1597.34,0,0,74395,81920,71.07,400.00,1155,35
1599.41,0,0,74395,81920,71.00,400.00,1155,35
1601.47,0,0,74395,81920,71.00,400.00,1155,35
1603.54,0,0,74395,81920,71.07,400.00,1155,35
1605.6,0,0,74395,81920,71.07,400.00,1155,35
1607.71,0,0,74395,81920,71.07,400.00,1155,35
1609.78,0,0,74395,81920,71.07,400.00,1155,35
1611.85,0,0,74395,81920,71.07,400.00,1155,35
1613.92,0,0,74395,81920,71.07,400.00,1155,35
1615.98,0,0,74395,81920,71.07,400.00,1155,35
1618.11,0,0,74395,81920,71.07,400.00,1155,35
1620.18,0,0,74395,81920,71.07,400.00,1155,35
1622.25,0,0,74395,81920,71.00,400.00,1155,35
1624.31,0,0,74395,81920,71.39,400.00,1155,35
1626.38,0,0,74395,81920,71.32,400.00,1155,35
1628.44,0,0,74395,81920,71.39,400.00,1155,35
1630.51,0,0,74395,81920,71.07,400.00,1155,35
1632.58,0,0,74395,81920,71.07,400.00,1155,35
1634.65,0,0,74395,81920,71.00,400.00,1155,35
1636.72,0,0,74395,81920,71.00,400.00,1155,35
1638.79,0,0,74395,81920,71.25,400.00,1155,35
1640.86,0,0,74395,81920,71.07,400.00,1155,35
1642.93,0,0,74395,81920,71.07,400.00,1155,35
1645.0,0,0,74395,81920,71.07,400.00,1155,35
1647.17,0,0,74395,81920,71.39,400.00,1155,35
1649.24,0,0,74395,81920,71.39,400.00,1155,35
1651.3,0,0,74395,81920,71.07,400.00,1155,35
1653.37,0,0,74395,81920,71.39,400.00,1155,35
1655.44,0,0,74395,81920,71.67,400.00,1155,35
1657.56,0,0,74395,81920,70.79,400.00,1155,35
1659.63,0,0,74395,81920,70.72,400.00,1155,35
1661.69,0,0,74395,81920,70.72,400.00,1155,35
1663.76,0,0,74395,81920,71.07,400.00,1155,35
1665.86,0,0,74395,81920,71.32,400.00,1155,35
1667.93,0,0,74395,81920,71.07,400.00,1155,35
1670.0,0,0,74395,81920,71.07,400.00,1155,35
1672.07,0,0,74395,81920,71.07,400.00,1155,35
1674.14,0,0,74395,81920,71.07,400.00,1155,35
1676.22,0,0,74395,81920,71.00,400.00,1155,35
1678.29,0,0,74395,81920,71.00,400.00,1155,35
1680.35,0,0,74395,81920,71.00,400.00,1155,35
1682.42,0,0,74395,81920,71.25,400.00,1155,35
1684.49,0,0,74395,81920,71.39,400.00,1155,35
1686.57,0,0,74395,81920,71.07,400.00,1155,35
1688.67,0,0,74395,81920,71.07,400.00,1155,35
1690.73,0,0,74395,81920,71.07,400.00,1155,35
1692.8,0,0,74395,81920,71.07,400.00,1155,35
1694.87,0,0,74395,81920,71.07,400.00,1155,35
1696.94,0,0,74395,81920,71.07,400.00,1155,35
1699.01,0,0,74395,81920,71.07,400.00,1155,35
1701.08,0,0,74395,81920,71.18,400.00,1155,35
1703.15,0,0,74395,81920,71.10,400.00,1155,35
1705.21,0,0,74395,81920,71.10,400.00,1155,35
1707.28,0,0,74395,81920,71.10,400.00,1155,35
1709.35,0,0,74395,81920,71.10,400.00,1155,35
1711.42,0,0,74395,81920,71.10,400.00,1155,35
1713.49,0,0,74395,81920,71.10,400.00,1155,35
1715.56,0,0,74395,81920,71.10,400.00,1155,35
1717.63,0,0,74395,81920,71.10,400.00,1155,35
1719.69,0,0,74395,81920,71.10,400.00,1155,35
1721.76,0,0,74395,81920,71.10,400.00,1155,35
1723.82,0,0,74395,81920,71.10,400.00,1155,35
1725.89,0,0,74395,81920,70.92,400.00,1155,35
1727.95,0,0,74395,81920,71.14,400.00,1155,35
1730.01,0,0,74395,81920,71.07,400.00,1155,35
1732.08,0,0,74395,81920,71.07,400.00,1155,35
1734.15,0,0,74395,81920,70.78,400.00,1155,35
1736.21,0,0,74395,81920,70.78,400.00,1155,35
1738.28,0,0,74395,81920,70.85,400.00,1155,35
1740.34,0,0,74395,81920,70.78,400.00,1155,35
1742.4,0,0,74395,81920,71.37,400.00,1155,35
1744.47,0,0,74395,81920,71.37,400.00,1155,35
1746.54,0,0,74395,81920,71.10,400.00,1155,35
1748.6,0,0,74395,81920,71.10,400.00,1155,35
1750.74,0,0,74395,81920,71.10,400.00,1155,35
1752.8,0,0,74395,81920,71.10,400.00,1155,35
1754.87,0,0,74395,81920,71.18,400.00,1155,35
1756.94,0,0,74395,81920,71.10,400.00,1155,35
1759.01,0,0,74395,81920,71.10,400.00,1155,35
1761.08,0,0,74395,81920,71.25,400.00,1155,35
1763.14,0,0,74395,81920,71.39,400.00,1155,35
1765.21,0,0,74395,81920,71.18,400.00,1155,35
1767.28,0,0,74395,81920,71.32,400.00,1155,35
1769.35,0,0,74395,81920,71.39,400.00,1155,35
1771.41,0,0,74395,81920,71.32,400.00,1155,35
1773.48,0,0,74395,81920,71.39,400.00,1155,35
1775.55,0,0,74395,81920,71.18,400.00,1155,35
1777.61,0,0,74395,81920,71.25,400.00,1155,35
1779.77,0,0,74395,81920,71.25,400.00,1155,35
1781.83,0,0,74395,81920,71.52,400.00,1155,35
1783.9,0,0,74395,81920,71.25,400.00,1155,35
1785.97,0,0,74395,81920,71.25,400.00,1155,35
1788.04,0,0,74395,81920,71.25,400.00,1155,35
1790.11,0,0,74395,81920,71.25,400.00,1155,35
1792.18,0,0,74395,81920,70.92,400.00,1155,35
1794.24,0,0,74395,81920,71.00,400.00,1155,35
1796.31,0,0,74395,81920,70.92,400.00,1155,35
1798.47,0,0,74395,81920,70.92,400.00,1155,35
1800.53,0,0,74395,81920,71.25,400.00,1155,35
1802.6,0,0,74395,81920,71.25,400.00,1155,35
1804.67,0,0,74395,81920,71.00,400.00,1155,35
1806.73,0,0,74395,81920,71.25,400.00,1155,35
1808.82,0,0,74395,81920,71.25,400.00,1155,35
1810.89,0,0,74395,81920,70.92,400.00,1155,35
1812.96,0,0,74395,81920,70.92,400.00,1155,35
1815.03,0,0,74395,81920,71.00,400.00,1155,35
1817.12,0,0,74395,81920,70.92,400.00,1155,35
1819.19,0,0,74395,81920,70.92,400.00,1155,35
1821.28,0,0,74395,81920,71.59,400.00,1155,35
1823.35,0,0,74395,81920,71.32,400.00,1155,35
1825.42,0,0,74395,81920,71.00,400.00,1155,35
1827.49,0,0,74395,81920,71.00,400.00,1155,35
1829.56,0,0,74395,81920,71.25,400.00,1155,35
1831.62,0,0,74395,81920,71.00,400.00,1155,35
1833.69,0,0,74395,81920,71.07,400.00,1155,35
1835.76,0,0,74395,81920,71.00,400.00,1155,35
1837.82,0,0,74395,81920,71.00,400.00,1155,35
1839.89,0,0,74395,81920,71.32,400.00,1155,35
1841.96,0,0,74395,81920,71.39,400.00,1155,35
1844.02,0,0,74395,81920,71.39,400.00,1155,35
1846.09,0,0,74395,81920,71.32,400.00,1155,35
1848.21,0,0,74395,81920,71.07,400.00,1155,35
1850.28,0,0,74395,81920,71.39,400.00,1155,35
1852.35,0,0,74395,81920,71.39,400.00,1155,35
1854.42,0,0,74395,81920,71.07,400.00,1155,35
1856.48,0,0,74395,81920,71.32,400.00,1155,35
1858.55,0,0,74395,81920,71.07,400.00,1155,35
1860.62,0,0,74395,81920,71.07,400.00,1155,35
1862.68,0,0,74395,81920,71.00,400.00,1155,35
1864.75,0,0,74395,81920,71.07,400.00,1155,35
1866.81,0,0,74395,81920,71.00,400.00,1155,35
1868.88,0,0,74395,81920,71.32,400.00,1155,35
1870.95,0,0,74395,81920,71.07,400.00,1155,35
1873.02,0,0,74395,81920,71.00,400.00,1155,35
1875.08,0,0,74395,81920,71.07,400.00,1155,35
1877.15,0,0,74395,81920,71.07,400.00,1155,35
1879.22,0,0,74395,81920,71.39,400.00,1155,35
1881.29,0,0,74395,81920,71.07,400.00,1155,35
1883.35,0,0,74395,81920,71.07,400.00,1155,35
1885.42,0,0,74395,81920,71.00,400.00,1155,35
1887.49,0,0,74395,81920,71.07,400.00,1155,35
1889.56,0,0,74395,81920,71.00,400.00,1155,35
1891.62,0,0,74395,81920,71.07,400.00,1155,35
1893.69,0,0,74395,81920,71.00,400.00,1155,35
1895.76,0,0,74395,81920,71.07,400.00,1155,35
1897.83,0,0,74395,81920,71.67,400.00,1155,35
1899.9,0,0,74395,81920,71.32,400.00,1155,35
1901.97,0,0,74395,81920,71.00,400.00,1155,35
1904.04,0,0,74395,81920,71.39,400.00,1155,35
1906.11,0,0,74395,81920,71.07,400.00,1155,35
1908.18,0,0,74395,81920,71.07,400.00,1155,35
1910.25,0,0,74395,81920,71.07,400.00,1155,35
1912.31,0,0,74395,81920,71.32,400.00,1155,35
1914.38,0,0,74395,81920,71.39,400.00,1155,35
1916.45,0,0,74395,81920,71.32,400.00,1155,35
1918.52,0,0,74395,81920,71.47,400.00,1155,35
1920.59,0,0,74395,81920,71.39,400.00,1155,35
1922.65,0,0,74395,81920,71.25,400.00,1155,35
1924.72,0,0,74395,81920,71.07,400.00,1155,35
1926.85,0,0,74395,81920,71.07,400.00,1155,35
1928.92,0,0,74395,81920,71.00,400.00,1155,35
1930.99,0,0,74395,81920,71.07,400.00,1155,35
1933.05,0,0,74395,81920,71.07,400.00,1155,35
1935.13,0,0,74395,81920,71.07,400.00,1155,35
1937.24,0,0,74395,81920,71.07,400.00,1155,35
1939.31,0,0,74395,81920,71.00,400.00,1155,35
1941.38,0,0,74395,81920,71.07,400.00,1155,35
1943.45,0,0,74395,81920,71.00,400.00,1155,35
1945.52,0,0,74395,81920,71.07,400.00,1155,35
1947.66,0,0,74395,81920,71.00,400.00,1155,35
1949.73,0,0,74395,81920,71.07,400.00,1155,35
1951.79,0,0,74395,81920,71.07,400.00,1155,35
1953.86,0,0,74395,81920,71.07,400.00,1155,35
1955.93,0,0,74395,81920,71.39,400.00,1155,35
1958.03,0,0,74395,81920,71.07,400.00,1155,35
1960.09,0,0,74395,81920,71.07,400.00,1155,35
1962.16,0,0,74395,81920,71.07,400.00,1155,35
1964.23,0,0,74395,81920,71.07,400.00,1155,35
1966.29,0,0,74395,81920,71.32,400.00,1155,35
1968.37,0,0,74395,81920,71.07,400.00,1155,35
1970.43,0,0,74395,81920,71.07,400.00,1155,35
1972.5,0,0,74395,81920,71.07,400.00,1155,35
1974.57,0,0,74395,81920,71.39,400.00,1155,35
1976.65,0,0,74395,81920,71.39,400.00,1155,35
1978.72,0,0,74395,81920,71.07,400.00,1155,35
1980.79,0,0,74395,81920,71.07,400.00,1155,35
1982.85,0,0,74395,81920,71.07,400.00,1155,35
1984.92,0,0,74395,81920,71.39,400.00,1155,35
1986.99,0,0,74395,81920,71.07,400.00,1155,35
1989.05,0,0,74395,81920,71.07,400.00,1155,35
1991.12,0,0,74395,81920,71.07,400.00,1155,35
1993.19,0,0,74395,81920,71.32,400.00,1155,35
1995.26,0,0,74395,81920,71.07,400.00,1155,35
1997.33,0,0,74395,81920,71.07,400.00,1155,35
1999.4,0,0,74395,81920,70.79,400.00,1155,35
2001.46,0,0,74395,81920,71.07,400.00,1155,35
2003.53,0,0,74395,81920,70.72,400.00,1155,35
2005.6,0,0,74395,81920,71.14,400.00,1155,35
2007.67,0,0,74395,81920,71.07,400.00,1155,35
2009.73,0,0,74395,81920,71.00,400.00,1155,35
2011.8,0,0,74395,81920,71.07,400.00,1155,35
2013.87,0,0,74395,81920,71.00,400.00,1155,35
2015.94,0,0,74395,81920,71.32,400.00,1155,35
2018.01,0,0,74395,81920,71.07,400.00,1155,35
2020.07,0,0,74395,81920,71.00,400.00,1155,35
2022.13,0,0,74395,81920,71.14,400.00,1155,35
2024.2,0,0,74395,81920,71.07,400.00,1155,35
2026.26,0,0,74395,81920,71.00,400.00,1155,35
2028.41,0,0,74395,81920,71.07,400.00,1155,35
2030.48,0,0,74395,81920,71.07,400.00,1155,35
2032.54,0,0,74395,81920,71.32,400.00,1155,35
2034.61,0,0,74395,81920,71.32,400.00,1155,35
2036.68,0,0,74395,81920,71.00,400.00,1155,35
2038.76,0,0,74395,81920,71.00,400.00,1155,35
2040.83,0,0,74395,81920,71.00,400.00,1155,35
2042.89,0,0,74395,81920,70.92,400.00,1155,35
2044.96,0,0,74395,81920,71.07,400.00,1155,35
2047.03,0,0,74395,81920,71.07,400.00,1155,35
2049.1,0,0,74395,81920,71.07,400.00,1155,35
2051.17,0,0,74395,81920,71.59,400.00,1155,35
2053.27,0,0,74395,81920,71.32,400.00,1155,35
2055.33,0,0,74395,81920,71.39,400.00,1155,35
2057.4,0,0,74395,81920,71.39,400.00,1155,35
2059.48,0,0,74395,81920,71.00,400.00,1155,35
2061.54,0,0,74395,81920,71.07,400.00,1155,35
2063.61,0,0,74395,81920,70.72,400.00,1155,35
2065.67,0,0,74395,81920,70.87,400.00,1155,35
2067.74,0,0,74395,81920,71.07,400.00,1155,35
2069.81,0,0,74395,81920,71.32,400.00,1155,35
2071.87,0,0,74395,81920,71.07,400.00,1155,35
2073.94,0,0,74395,81920,71.00,400.00,1155,35
2076.0,0,0,74395,81920,71.07,400.00,1155,35
2078.06,0,0,74395,81920,71.07,400.00,1155,35
2080.13,0,0,74395,81920,71.00,400.00,1155,35
